Modelo,FPR,TPR
Random Forest,0.029788079885897215,0.08052917857472112
Random Forest,0.03078194581512699,0.0842168341476906
Random Forest,0.03212802388068029,0.0876740112473495
Random Forest,0.03354733417259789,0.09122337973633263
Random Forest,0.03517936664585942,0.09477274822531576
Random Forest,0.03690206758985769,0.09832211671429888
Random Forest,0.03847656045669011,0.10159491103530931
Random Forest,0.039983051970469974,0.1050981838296303
Random Forest,0.0415418522173672,0.10841707384530284
Random Forest,0.04336568337872569,0.11168986816631327
Random Forest,0.04492622725006015,0.11510094957131004
Random Forest,0.046879086619774794,0.11846593528164469
Random Forest,0.04850937546859907,0.12178482529731723
Random Forest,0.05021289654378764,0.125195906702314
Random Forest,0.0522860659996722,0.12856089241264865
Random Forest,0.053839635373257685,0.13192587812298331
Random Forest,0.0553984356201549,0.13524476813865585
Random Forest,0.056910158007246504,0.13865584954365262
Random Forest,0.05857357572037843,0.1420669309486494
Random Forest,0.06035555989524304,0.14547801235364616
Random Forest,0.06248103808424496,0.1487969023693187
Random Forest,0.06421071352599221,0.15216188807965336
Random Forest,0.06595085071436294,0.15561906517931226
Random Forest,0.06773457851366478,0.1592145293629575
Random Forest,0.06932825124930692,0.16271780215727852
Random Forest,0.07125146900358838,0.1661288835622753
Random Forest,0.07314330151799943,0.16944777357794782
Random Forest,0.07502118503691253,0.17281275928828246
Random Forest,0.07655906179056281,0.17622384069327926
Random Forest,0.07831489159886873,0.17945053931962754
Random Forest,0.08014046638466447,0.1828616207246243
Random Forest,0.0818997834418449,0.18622660643495897
Random Forest,0.08376197434082278,0.1895454964506315
Random Forest,0.0856869357195415,0.19295657785562828
Random Forest,0.08772174543780666,0.19632156356596295
Random Forest,0.08971122092070345,0.19982483636028395
Random Forest,0.09158910443961654,0.20309763068129436
Random Forest,0.09346001346078066,0.20650871208629115
Random Forest,0.09552795204335347,0.21001198488061215
Random Forest,0.09737968119570789,0.21328477920162256
Random Forest,0.09977890842135731,0.21669586060661933
Random Forest,0.10160622683159029,0.22019913340094036
Random Forest,0.10358698419230085,0.223564119111275
Random Forest,0.10573338587454971,0.2267908177376233
Random Forest,0.1079931231452195,0.23006361205863374
Random Forest,0.10980649255995453,0.2335207891582926
Random Forest,0.11215864192579832,0.23679358347930304
Random Forest,0.11439571207878392,0.24015856918963768
Random Forest,0.11640088018161591,0.24343136351064812
Random Forest,0.11865887382784847,0.2468424449156449
Random Forest,0.12128825947921425,0.25029962201530376
Random Forest,0.12349743164120394,0.2536646077256384
Random Forest,0.1257327581697523,0.2572600719092837
Random Forest,0.12767341216840622,0.2608094403982668
Random Forest,0.12978668498634743,0.26435880888724994
Random Forest,0.13203596051039374,0.2675855075135982
Random Forest,0.13501755829808307,0.27085830183460863
Random Forest,0.13705759888965996,0.2741310961556191
Random Forest,0.13939405563556853,0.2774960818659537
Random Forest,0.1416258949152424,0.2807688761869641
Random Forest,0.1439780442810862,0.28427214898128517
Random Forest,0.1459256727774891,0.2875449433022956
Random Forest,0.1481540248082885,0.29077164192864385
Random Forest,0.15026555400179245,0.2941366276389785
Random Forest,0.15214866839401728,0.2975016133493132
Random Forest,0.15482513190518868,0.30095879044897206
Random Forest,0.15694014834756712,0.3045081589379552
Random Forest,0.15951025076806657,0.30787314464828985
Random Forest,0.16151193162202407,0.31109984327463813
Random Forest,0.16387454273449134,0.31437263759564854
Random Forest,0.16613776725403562,0.31782981469530747
Random Forest,0.16822139845654366,0.32128699179496634
Random Forest,0.1707182686506788,0.32455978611597674
Random Forest,0.1734871442570242,0.3278325804369872
Random Forest,0.17557077545953223,0.33124366184198395
Random Forest,0.1786395544690838,0.3347008389416429
Random Forest,0.18092021523300053,0.3380658246519775
Random Forest,0.18365247472616378,0.3415230017516364
Random Forest,0.1856541555801213,0.34493408315663315
Random Forest,0.1880150230681513,0.3482529731723057
Random Forest,0.19008121802628689,0.35157186318797823
Random Forest,0.192684449311094,0.354982944592975
Random Forest,0.19510111278111586,0.35830183460864756
Random Forest,0.19751951987557495,0.3616207246243201
Random Forest,0.19962930544464166,0.3648935189453305
Random Forest,0.20252197838603148,0.3683506960449894
Random Forest,0.2057616325904331,0.3715773946713377
Random Forest,0.20806321684759677,0.3749423803816723
Random Forest,0.21065075551246865,0.3784456531759934
Random Forest,0.21391656408342893,0.3817184474970038
Random Forest,0.21674646654507793,0.38508343320733845
Random Forest,0.2198884777809938,0.3884945146123352
Random Forest,0.22255796679441622,0.3919977874066562
Random Forest,0.224995553757685,0.39531667742232873
Random Forest,0.2273075997614722,0.39877385452198766
Random Forest,0.2300851934900038,0.40227712731630866
Random Forest,0.2326343724172563,0.4056421130266433
Random Forest,0.23561248295607112,0.409007098736978
Random Forest,0.23827848472061905,0.41218770166866414
Random Forest,0.24100725696490782,0.4154144002950124
Random Forest,0.2430734519230434,0.4186871946160229
Random Forest,0.24567842683228774,0.4220521803263575
Random Forest,0.2483374540990867,0.42532497464736796
Random Forest,0.2508238625465984,0.42855167327371624
Random Forest,0.2540373623844413,0.4318705632893888
Random Forest,0.2563825372525361,0.4351433576103992
Random Forest,0.25924905582736724,0.4383239605420854
Random Forest,0.26224111536168004,0.44168894625242
Random Forest,0.2653918447197821,0.44500783626809254
Random Forest,0.26815374582837853,0.4482345348944409
Random Forest,0.2709173905614122,0.4515534249101134
Random Forest,0.2736078030680816,0.4547801235364617
Random Forest,0.27646909076960097,0.45800682216280997
Random Forest,0.27952740803252907,0.4612335207891583
Random Forest,0.28189873726718256,0.46464460219415504
Random Forest,0.2855533740876485,0.46805568359915184
Random Forest,0.2886918980746899,0.4713745736148244
Random Forest,0.2916560596180068,0.47483175071448325
Random Forest,0.294566168803769,0.4780584493408316
Random Forest,0.2969706269027302,0.4813773393565041
Random Forest,0.30007427840102663,0.48469622937217666
Random Forest,0.30312039029289406,0.4881073107771734
Random Forest,0.30612465519826754,0.49142620079284594
Random Forest,0.308787169713941,0.4947450908085185
Random Forest,0.3122395460996865,0.4980178851295289
Random Forest,0.3149892418372222,0.5013367751452015
Random Forest,0.3180475591001503,0.5047017608555361
Random Forest,0.32176671002479434,0.5079745551765465
Random Forest,0.325184213921795,0.5113856365815432
Random Forest,0.32804898887218886,0.5147045265972158
Random Forest,0.33155716123992623,0.517885129528902
Random Forest,0.3347462503356477,0.5211579238499124
Random Forest,0.33802077702879424,0.524522909560247
Random Forest,0.34088032110587635,0.5279339909652438
Random Forest,0.3439682799842376,0.5312528809809164
Random Forest,0.3475182993384689,0.534617866691251
Random Forest,0.35055220585927555,0.5378445653175994
Random Forest,0.35403073661157974,0.5412556467225961
Random Forest,0.3572372619516737,0.5444823453489445
Random Forest,0.3603600933187799,0.5478012353646169
Random Forest,0.3641559637186627,0.5511201253802894
Random Forest,0.36722299910377704,0.5544851110906241
Random Forest,0.3709177392862996,0.5578500968009588
Random Forest,0.3743631411742962,0.5612611782059556
Random Forest,0.3775696665143901,0.5644878768323038
Random Forest,0.3815398993579975,0.5677606711533143
Random Forest,0.3849033508974435,0.5709873697796626
Random Forest,0.3885510132201605,0.5743062597953351
Random Forest,0.39219170104512846,0.5775790541163456
Random Forest,0.39568069354405616,0.5808057527426939
Random Forest,0.39945564045069204,0.5840324513690421
Random Forest,0.4024180583695717,0.5872130543007283
Random Forest,0.4057884844067667,0.5903936572324144
Random Forest,0.4090804473442856,0.593712547248087
Random Forest,0.4121649189737724,0.5970314372637595
Random Forest,0.41579514505211695,0.60030423158477
Random Forest,0.41874187035106136,0.6036231216004425
Random Forest,0.42232153132072575,0.606895915921453
Random Forest,0.42565011037142686,0.6101687102424633
Random Forest,0.42889325182470295,0.613533695952798
Random Forest,0.4317475650284734,0.6168986816631327
Random Forest,0.43496978298850253,0.6202175716788052
Random Forest,0.4382007190707179,0.6234442703051535
Random Forest,0.4419564861085441,0.6266709689315018
Random Forest,0.4452798342859335,0.6299898589471743
Random Forest,0.44869559455849684,0.6333087489628468
Random Forest,0.4526989562664119,0.6366276389785194
Random Forest,0.4554939862393159,0.6398543376048677
Random Forest,0.45869528070609816,0.6431271319258781
Random Forest,0.4623377121555034,0.6463999262468886
Random Forest,0.4656279314685851,0.6497649119572232
Random Forest,0.46897045951478417,0.6529916105835715
Random Forest,0.47276807353910427,0.6563565962939062
Random Forest,0.47608270359430743,0.6597215820042408
Random Forest,0.47974780216139684,0.6630404720199133
Random Forest,0.48308684295872145,0.6664976491195722
Random Forest,0.48737267182547017,0.6698165391352447
Random Forest,0.49096628179063256,0.6731815248455795
Random Forest,0.49498707974292,0.6765465105559141
Random Forest,0.4992345488720494,0.6797732091822624
Random Forest,0.5030495991407419,0.6830460035032728
Random Forest,0.5061567378879128,0.686226606434959
Random Forest,0.5099595827855447,0.6896376878399557
Random Forest,0.5139664317423341,0.6930487692449525
Random Forest,0.5182348243647105,0.6962293721766387
Random Forest,0.5217098678681401,0.6995021664976491
Random Forest,0.5250959865252703,0.7027749608186595
Random Forest,0.5290766811155012,0.7060016594450078
Random Forest,0.5322797192067207,0.7092744537660183
Random Forest,0.5361906688194616,0.7126394394763529
Random Forest,0.5398749472553608,0.7159583294920254
Random Forest,0.5437423062571707,0.7193233152023601
Random Forest,0.5477613605850209,0.7225961095233705
Random Forest,0.5513218416858756,0.725868903844381
Random Forest,0.555476898719831,0.7290495067760672
Random Forest,0.5594000537036327,0.7323223010970775
Random Forest,0.5633127469408109,0.7356411911127501
Random Forest,0.5668418428017953,0.7388678897390983
Random Forest,0.5703988366537754,0.7421406840601088
Random Forest,0.5747578977468885,0.7454134783811192
Random Forest,0.5785956151332652,0.7486401770074675
Random Forest,0.5826739526919817,0.7519129713284779
Random Forest,0.5858822216565129,0.7552779570388126
Random Forest,0.5903964653245408,0.758550751359823
Random Forest,0.5940720256382537,0.7619157370701577
Random Forest,0.5985792948085326,0.765142435696506
Random Forest,0.6031632834540502,0.7684152300175163
Random Forest,0.6074142398320541,0.7716880243385268
Random Forest,0.6118482767759686,0.7750530100488614
Random Forest,0.6162143123668307,0.7783258043698719
Random Forest,0.6198567438162359,0.7815985986908822
Random Forest,0.6240484169633734,0.7848713930118927
Random Forest,0.6286306619844538,0.788098091638241
Random Forest,0.6328519767470245,0.7915091730432378
Random Forest,0.6366356417758466,0.794689775974924
Random Forest,0.6412126559236153,0.7981008573799208
Random Forest,0.6458977747864932,0.8015119387849174
Random Forest,0.6508217701972737,0.8047386374112658
Random Forest,0.6561101831154385,0.8079653360376141
Random Forest,0.6600664669635478,0.8111920346639624
Random Forest,0.664753329450863,0.814557020374297
Random Forest,0.669389626829498,0.8177837190006454
Random Forest,0.6742508517605376,0.8210104176269937
Random Forest,0.6788819182658609,0.824237116253342
Random Forest,0.6840134049846736,0.8275099105743523
Random Forest,0.6881771801408151,0.8307827048953628
Random Forest,0.6934586185612308,0.8341015949110353
Random Forest,0.6982256877726593,0.8373743892320458
Random Forest,0.7023528468156187,0.8407393749423804
Random Forest,0.7073797160681966,0.8439660735687287
Random Forest,0.7114720026224112,0.8472849635844012
Random Forest,0.7154509535882048,0.8505577579054117
Random Forest,0.7201046872112122,0.853830552226422
Random Forest,0.7259423418271091,0.8571033465474325
